機關名稱,標案案號,標案名稱,決標方式,採購金額,預算金額,標的分類,招標方式,採購金額級距,決標日期
臺北市立美術館,108EX0015,「聲動：光與音的詩」展藝術家讓?喬法瓦開幕表演作品製作案,最低標,185000,185000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/29
臺北市商業處,10802,108年度行政公文清查、掃描及建檔作業委外服務案,最低標,2238840,2238840,勞務類,公開招標,公告金額以上未達查核金額,2019/2/13
臺北市政府警察局刑事警察大隊,CID10826,108年預防詐騙文宣,最低標,230000,230000,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/14
臺北市政府工務局水利工程處,H108023,108年度埤腹、中港、實踐、保儀、樟新等5座抽水站委外維護及操作,最有利標,27000000,6900000,勞務類,限制性招標(經公開評選或公開徵求),巨額,2019/4/9
臺北市立龍門國民中學,108LM04,108學年度九年級校外教學參觀旅行活動勞務採購,最有利標,2838600,2838600,勞務類,公開招標,公告金額以上未達查核金額,2019/2/14
臺北市立中山女子高級中學,108601,108年暑期合併4項工程委託設計監造服務,最有利標,528880,528880,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/13
臺北市政府工務局公園路燈工程管理處,108A015,108年度三民圓環、民權東路及敦化北路等安全島美化工程,最低標,3015023,3015023,工程類,公開招標,公告金額以上未達查核金額,2019/2/15
臺北大眾捷運股份有限公司,C08A01110,軌道工程車行車紀錄器採購,最低標,189000,189000,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/20
臺北市立中崙高級中學,108-01-0109,「108年度活動中心五樓暨專科教室整修工程委託技術服務」勞務採購,最有利標,318943,318943,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/13
臺北大眾捷運股份有限公司,C08A01254,空壓機油等2項採購,最低標,857000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/20
臺北市停車管理工程處,1083016,108年度停車場導引系統維護及功能擴充委外服務案,最有利標,8222000,6587000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/2/27
臺北市政府產業發展局,1083041,108年度「臺北市鐵觀音包種茶研發推廣中心經營管理委託專業服務案」,最有利標,5531620,2531620,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/2/27
臺北市政府工務局水利工程處,H108024,北投磺港溪再造可行性評估工作,最有利標,4900000,4900000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/3/22
臺北市立松山高級商業家事職業學校,108W004,校園安全通報管理系統委外服務案,最有利標,980000,980000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/22
臺北市立育成高級中學,10809,108年度日本教育旅行勞務採購,最有利標,1909200,1591000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/2/27
臺北大眾捷運股份有限公司,C07A08765,輔助換流器右側散熱扇葉等2項採購,最低標,662000,662000,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/22
臺北市政府社會局,1082039,108年度老人自費安養中心松柏樓電梯全責保養,最低標,193440,161200,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/15
臺北市立大學,C108012,ACS電子期刊Analytical Chemistry等二種,最低標,135441,135441,財物類,限制性招標(經公開評選或公開徵求),未達公告金額,2019/2/15
臺北市立聯合醫院,107H03,臨床洗腎衛材乙批,最低標,13355000,15047250,財物類,公開招標,公告金額以上未達查核金額,2019/2/22
臺北市立中正國民中學,10803,108年度教室及辦公室門組更新工程委託設計監造技術服務案,最有利標,147515,147515,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/18
臺北市立南門國民中學,108303,活動中心平屋頂防漏整修工程,最低標,1378803,1378803,工程類,公開招標,公告金額以上未達查核金額,2019/2/27
臺北市政府體育局,tms108068,「108年臺北市社區體適能檢測計畫」勞務採購案,最有利標,994015,994015,勞務類,公開取得報價單或企劃書,未達公告金額,2019/3/5
臺北市政府環境保護局,108m006,印製臺北市3公升專用垃圾袋防偽標籤,最低標,2396000,966000,財物類,公開招標,公告金額以上未達查核金額,2019/2/19
臺北市立聯合醫院,108FI01,神外耗材採購招標一批,最低標,40212000,51610900,財物類,公開招標,公告金額以上未達查核金額,2019/2/27
臺北市政府工務局新建工程處,10807003030700101,臺北市台北地下街(原名鄭州路地下街)防災改善工程,最有利標,196847149,196847149,工程類,公開招標,查核金額以上未達巨額,2019/3/14
臺北市政府客家事務委員會,10807,108年度客家文化競賽-2019後生文學獎,最有利標,1150000,1000000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/4/10
臺北市立南港高級工業職業學校,1.08E+06,中央廚房設施設備及行政辦公室設施設備優質化工程委託技術服務,最有利標,134147,134147,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/22
臺北市政府環境保護局,108S036,108年度「委外辦理營建混合廢棄物再利用處理」,最低標,4900000,4900000,勞務類,公開招標,公告金額以上未達查核金額,2019/2/21
臺北市就業服務處,10813,108年度植栽及盆景租賃養護財物採購案,最低標,187660,187660,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/31
臺北市士林區劍潭國民小學,10806,108年度國際教育交流活動勞務採購,最有利標,685400,685400,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/21
臺北市立南港高級工業職業學校,108C13,臺北市107學年度技能暨技藝競賽獲獎師生表揚活動,最有利標,335000,335000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/23
臺北市萬華區萬大國民小學,WDES108C03,108年度平板電腦採購案,最低標,180000,180000,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/20
臺北市政府警察局,10864,108年防護型噴霧器採購案,最低標,1856000,1856000,財物類,公開招標,公告金額以上未達查核金額,2019/3/28
臺北市動物保護處,108017,臺北市動物狂犬病預防注射證明書資料登錄(預約式),最低標,320000,160000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/22
臺北市立聯合醫院,S108024,【運動心電圖機】1臺,最低標,1200000,1200000,財物類,公開招標,公告金額以上未達查核金額,2019/2/22
臺北市立天文科學教育館,108A02,地下停車場自動收費系統採購案,最有利標,3650000,3650000,財物類,公開招標,公告金額以上未達查核金額,2019/3/5
臺北市立南港高級工業職業學校,108C10-12,107學年度第2學期教科書採購,最低標,134775,134775,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/31
臺北市立南港高級工業職業學校,108C10-11,107學年度第2學期教科書採購,最低標,1020073,1020073,財物類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/1/31
臺北市立南港高級工業職業學校,108C10-9,107學年度第2學期教科書採購,最低標,123800,123800,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/1/31
臺北市政府環境保護局北投垃圾焚化廠,PT108811,108年度煙囪外牆表面塗裝維護,最低標,1500516,1500516,勞務類,公開招標,公告金額以上未達查核金額,2019/2/26
臺北自來水事業處,10816004H13,108年度13至40mm螺紋式水表維修,最低標,293507,293507,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/2/14
臺北大眾捷運股份有限公司,C08A01044,合成枕木等5項採購,最低標,3828000,3828000,財物類,公開招標,公告金額以上未達查核金額,2019/3/5
臺北市立陽明教養院,1080106,108年服務使用者寢具採購案,最有利標,519555,519555,財物類,公開取得報價單或企劃書,未達公告金額,2019/3/22
臺北市立西湖國民中學,108005,107學年度七、八年級校外教學參觀旅行活動,最有利標,129550,129550,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/27
臺北市政府工務局公園路燈工程管理處,108F018,108年杜鵑花等植栽採購,最低標,701328,701328,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/26
臺北市立美術館,108EX1005,「2020台北雙年展」國際策展人委任案,最低標,4609756,4609756,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/2/14
臺北大眾捷運股份有限公司,C08A01409,301型對講機電路板採購,最低標,989000,989000,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/26
臺北市大同區健康服務中心,108002,108年委託社區防疫業務工時人員,最有利標,353252,360000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/27
臺北大眾捷運股份有限公司,B08A00117,軌道維修車車體塗裝工作,最低標,636930,636930,勞務類,公開取得報價單或企劃書,未達公告金額,2019/3/4
臺北自來水事業處,10835005H07,2.0噸座式電動堆高機1台,最低標,1178000,1178000,財物類,公開招標,公告金額以上未達查核金額,2019/2/27
臺北市政府工務局公園路燈工程管理處,108A017,108年兒童遊戲場及附屬設施改善統包工程,最有利標,23829005,23829005,工程類,公開招標,公告金額以上未達查核金額,2019/3/20
臺北市立松山高級中學,10807,107學年度韓國國際教育旅行勞務採購,最有利標,1116000,1116000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/3/11
臺北市政府體育局,tms108069,「亞洲大洋洲弓道大賽」賽事暨活動企劃執行勞務採購案,最低標,600000,600000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/2/18
臺北市內湖區內湖國民小學,nha1080103,108年度新孝悌樓新建工程公共藝術設置委託專業服務勞務採購案,最有利標,300704,300704,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/27
臺北市松山區西松國民小學,108301,臺北市108學年度公立幼兒園招生用品採購案,最低標,196562,196562,財物類,公開取得報價單或企劃書,未達公告金額,2019/3/6
臺北市立聯合醫院,A108027,仁愛院區醫療大樓12東冰水管路配管採購案,最低標,784812,784812,財物類,公開取得報價單或企劃書,未達公告金額,2019/2/26
臺北市建築管理工程處,10811,108年度臺北市都市危險及老舊建築物加速重建輔導團委託專業技術服務案,最有利標,6275000,2875000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/3/28
臺北市中山區大直國民小學,108B03,108年度臺北兒童月「開幕典禮暨園遊會活動」及「童樂夜活動」場地布置 勞務採購,最有利標,860740,860740,勞務類,公開取得報價單或企劃書,未達公告金額,2019/2/26
